go_f,count,Systematic Name
endonuclease activity,40,"['Q0060', 'Q0065', 'Q0070', 'Q0075', 'Q0110', 'Q0115', 'Q0120', 'Q0160', 'Q0255', 'YBL019W', 'YBL055C', 'YBR098W', 'YBR228W', 'YDL185W', 'YDL227C', 'YDR263C', 'YDR386W', 'YER041W', 'YGL085W', 'YGL175C', 'YGR258C', 'YJL087C', 'YJL208C', 'YKL011C', 'YKL090W', 'YKL113C', 'YKR063C', 'YKR079C', 'YLR277C', 'YML091C', 'YML095C', 'YMR224C', 'YMR234W', 'YMR239C', 'YNL001W', 'YNL072W', 'YOL021C', 'YOL042W', 'YPL022W', 'YPL123C']"
endopeptidase activator activity,3,"['YER012W', 'YER094C', 'YLR421C']"
endopeptidase activity,8,"['YEL059C-A', 'YHR027C', 'YIL075C', 'YJL001W', 'YMR035W', 'YMR150C', 'YOR157C', 'YPR103W']"
endopeptidase inhibitor activity,3,"['YHR138C', 'YMR174C', 'YNL015W']"
endoplasmic reticulum signal peptide binding,3,"['YDL092W', 'YPL243W', 'YPR088C']"
endopolyphosphatase activity,3,"['YDR452W', 'YNL217W', 'YOR163W']"
endoribonuclease activity,12,"['YDR339C', 'YHR079C', 'YJL208C', 'YLR277C', 'YMR285C', 'YNL001W', 'YOL010W', 'YOL021C', 'YOR056C', 'YOR166C', 'YPL123C', 'YPR170W-B']"
enoyl-CoA hydratase activity,2,"['YJL097W', 'YKR009C']"
enoyl-[acyl-carrier-protein] reductase (NADH) activity,1,['YKL182W']
"enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity",1,['YKL182W']
enoyl-[acyl-carrier-protein] reductase activity,2,"['YBR026C', 'YKL182W']"
enzyme activator activity,26,"['YBL061C', 'YBR058C-A', 'YBR111W-A', 'YBR217W', 'YDL207W', 'YDR217C', 'YDR291W', 'YDR373W', 'YER096W', 'YGL066W', 'YGL105W', 'YGR093W', 'YGR280C', 'YHR114W', 'YJL092W', 'YKL201C', 'YKR048C', 'YLR319C', 'YMR311C', 'YNL218W', 'YOL010W', 'YOL149W', 'YOR094W', 'YPL024W', 'YPL047W', 'YPL149W']"
enzyme binding,4,"['YDR113C', 'YDR372C', 'YHL007C', 'YNL298W']"
enzyme inhibitor activity,7,"['YCR030C', 'YDL181W', 'YDR014W-A', 'YDR386W', 'YFR017C', 'YLR073C', 'YNL307C']"
enzyme regulator activity,23,"['YBR036C', 'YBR109C', 'YCL009C', 'YCR024C-A', 'YDL117W', 'YEL017C-A', 'YER021W', 'YGL191W', 'YGL240W', 'YGL246C', 'YGR083C', 'YHR027C', 'YHR081W', 'YIL075C', 'YIL102C-A', 'YJR045C', 'YKR026C', 'YLR291C', 'YML100W', 'YMR261C', 'YNL059C', 'YNL152W', 'YPR108W']"
epoxide hydrolase activity,2,"['YNL045W', 'YNR064C']"
ergosterol O-acyltransferase activity,2,"['YCR048W', 'YNR019W']"
ethanolamine kinase activity,2,"['YDR147W', 'YLR133W']"
ethanolamine transmembrane transporter activity,1,['YGL077C']
ethanolamine-phosphate cytidylyltransferase activity,1,['YGR007W']
ethanolaminephosphotransferase activity,1,['YHR123W']
eukaryotic initiation factor 4E binding,2,"['YKL204W', 'YOR276W']"
eukaryotic initiation factor 4G binding,5,"['YDR432W', 'YGL173C', 'YHL034C', 'YOR204W', 'YPR129W']"
eukaryotic initiation factor eIF2 binding,1,['YPR041W']
eukaryotic translation initiation factor 2alpha kinase activity,2,"['YDR283C', 'YJL057C']"
exodeoxyribonuclease activity,1,['YJL208C']
exonuclease activity,23,"['YAL021C', 'YBR163W', 'YBR223C', 'YDL102W', 'YDR370C', 'YGL094C', 'YGL173C', 'YGR276C', 'YKL113C', 'YLR059C', 'YLR107W', 'YML118W', 'YMR137C', 'YMR224C', 'YMR285C', 'YMR287C', 'YNR052C', 'YOL021C', 'YOL042W', 'YOL080C', 'YOR001W', 'YOR033C', 'YOR048C']"
exopolyphosphatase activity,2,"['YDR452W', 'YHR201C']"
exoribonuclease II activity,2,"['YMR287C', 'YPL029W']"
exoribonuclease activator activity,1,['YLR270W']
farnesyl-diphosphate farnesyltransferase activity,1,['YHR190W']
farnesyltranstransferase activity,3,"['YHR190W', 'YPL069C', 'YPL172C']"
fatty acid alpha-hydroxylase activity,1,['YMR272C']
fatty acid alpha-oxygenase activity,1,['YGL010W']
fatty acid binding,2,"['YGL205W', 'YJL079C']"
fatty acid elongase activity,3,"['YCR034W', 'YJL196C', 'YLR372W']"
fatty acid synthase activity,2,"['YKL182W', 'YPL231W']"
fatty-acyl-CoA binding,1,['YGR037C']
fatty-acyl-CoA synthase activity,2,"['YKL182W', 'YPL231W']"
ferredoxin hydrogenase activity,1,['YNL240C']
ferric iron binding,1,['YDL120W']
ferric-chelate reductase (NADH) activity,1,['YLR047C']
ferric-chelate reductase (NADPH) activity,7,"['YKL220C', 'YLL051C', 'YLR214W', 'YNR060W', 'YOL152W', 'YOR381W', 'YOR384W']"
ferric-chelate reductase activity,9,"['YGL160W', 'YKL220C', 'YLL051C', 'YLR047C', 'YLR214W', 'YNR060W', 'YOL152W', 'YOR381W', 'YOR384W']"
ferric-enterobactin transmembrane transporter activity,1,['YOL158C']
ferrochelatase activity,2,"['YBR213W', 'YOR176W']"
ferrous iron binding,8,"['YDL120W', 'YDR353W', 'YER049W', 'YGR144W', 'YJR025C', 'YJR097W', 'YOR226C', 'YPL135W']"
ferrous iron transmembrane transporter activity,3,"['YBR207W', 'YER145C', 'YLR220W']"
ferroxidase activity,4,"['YDL120W', 'YDR506C', 'YFL041W', 'YMR058W']"
first spliceosomal transesterification activity,13,"['YAL032C', 'YBR188C', 'YDL209C', 'YDR243C', 'YDR416W', 'YGR129W', 'YIR005W', 'YJR050W', 'YKL095W', 'YLL036C', 'YLR117C', 'YMR213W', 'YPR101W']"
flap-structured DNA binding,5,"['YAL027W', 'YIR002C', 'YIR021W', 'YKL011C', 'YOR359W']"
flavin adenine dinucleotide binding,27,"['YBL098W', 'YDL171C', 'YDL174C', 'YDL178W', 'YEL071W', 'YFL018C', 'YFR030W', 'YGL205W', 'YGL236C', 'YGR029W', 'YGR175C', 'YGR255C', 'YHR042W', 'YHR176W', 'YJL045W', 'YKL148C', 'YLR401C', 'YLR405W', 'YML080W', 'YML086C', 'YMR108W', 'YNR015W', 'YPL017C', 'YPL091W', 'YPR004C', 'YPR037C', 'YPR048W']"
flavin prenyltransferase activity,1,['YDR538W']
flavin-linked sulfhydryl oxidase activity,2,"['YGR029W', 'YPR037C']"
fluconazole transporter activity,1,['YBR008C']
fluoride transmembrane transporter activity,2,"['YOR390W', 'YPL279C']"
folic acid transporter activity,1,['YIL134W']
forked DNA-dependent helicase activity,1,['YDR332W']
formate dehydrogenase (NAD+) activity,1,['YOR388C']
formate-tetrahydrofolate ligase activity,2,"['YBR084W', 'YGR204W']"
four-way junction DNA binding,10,"['YDL154W', 'YDR076W', 'YDR097C', 'YDR174W', 'YFL003C', 'YIL072W', 'YIR002C', 'YLR032W', 'YOL090W', 'YPL024W']"
four-way junction helicase activity,6,"['YBR202W', 'YGL201C', 'YIR002C', 'YLR032W', 'YMR190C', 'YPR019W']"
fructokinase activity,5,"['YCL040W', 'YDR516C', 'YFR053C', 'YGL253W', 'YLR446W']"
"fructose 1,6-bisphosphate 1-phosphatase activity",1,['YLR377C']
fructose transmembrane transporter activity,15,"['YDL245C', 'YDR342C', 'YDR343C', 'YDR345C', 'YEL069C', 'YFL011W', 'YHR092C', 'YHR094C', 'YHR096C', 'YJL214W', 'YJL219W', 'YJR158W', 'YMR011W', 'YNR072W', 'YOL156W']"
"fructose-2,6-bisphosphate 2-phosphatase activity",3,"['YJL155C', 'YLR345W', 'YOL136C']"
"fructose-2,6-bisphosphate 6-phosphatase activity",1,['YDR481C']
fructose-6-phosphate binding,2,"['YGR240C', 'YMR205C']"
fructose-bisphosphate aldolase activity,1,['YKL060C']
fumarate hydratase activity,1,['YPL262W']
fumarate reductase (NADH) activity,2,"['YEL047C', 'YJR051W']"
galactokinase activity,2,"['YBR020W', 'YDR009W']"
galactose transmembrane transporter activity,6,"['YFL011W', 'YHR094C', 'YJL219W', 'YLR081W', 'YNL318C', 'YOL156W']"
galactoside O-acetyltransferase activity,1,['YJL218W']
gamma-aminobutyric acid:proton symporter activity,1,['YDL210W']
gamma-glutamylcyclotransferase activity,1,['YER163C']
gamma-tubulin binding,2,"['YHR172W', 'YNL126W']"
general transcription initiation factor activity,2,"['YDR397C', 'YER148W']"
geranyltranstransferase activity,2,"['YJL167W', 'YPL069C']"
"glucan 1,3-alpha-glucosidase activity",1,['YBR229C']
"glucan 1,4-alpha-glucosidase activity",1,['YIL099W']
"glucan 1,4-alpha-maltotriohydrolase activity",7,"['YBR299W', 'YGR287C', 'YGR292W', 'YIL172C', 'YJL216C', 'YJL221C', 'YOL157C']"
"glucan endo-1,3-beta-D-glucosidase activity",6,"['YGL028C', 'YGR279C', 'YGR282C', 'YLR144C', 'YMR305C', 'YNR067C']"
"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group",2,"['YLR144C', 'YNR067C']"
"glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group",2,"['YLR144C', 'YNR067C']"
"glucan endo-1,6-beta-glucosidase activity",1,['YBR056W']
"glucan exo-1,3-beta-glucosidase activity",4,"['YDR261C', 'YGR282C', 'YLR300W', 'YOR190W']"
glucokinase activity,5,"['YCL040W', 'YDR516C', 'YFR053C', 'YGL253W', 'YLR446W']"
gluconokinase activity,1,['YDR248C']
gluconolactonase activity,1,['YBR053C']
glucosamine 6-phosphate N-acetyltransferase activity,1,['YFL017C']
glucosaminyl-phosphotidylinositol O-acyltransferase activity,1,['YJL091C']
glucose binding,7,"['YCL040W', 'YDL035C', 'YDL194W', 'YDR516C', 'YFR053C', 'YGL253W', 'YLR446W']"
glucose transmembrane transporter activity,16,"['YDL245C', 'YDR342C', 'YDR343C', 'YDR345C', 'YEL069C', 'YFL011W', 'YHR092C', 'YHR094C', 'YHR096C', 'YJL214W', 'YJL219W', 'YJR158W', 'YLR081W', 'YMR011W', 'YNR072W', 'YOL156W']"
glucose-6-phosphate 1-epimerase activity,1,['YMR099C']
glucose-6-phosphate dehydrogenase activity,1,['YNL241C']
glucose-6-phosphate isomerase activity,1,['YBR196C']
glucosidase activity,7,"['YGR143W', 'YGR279C', 'YHR143W', 'YMR305C', 'YNL066W', 'YOL155C', 'YPR159W']"
glucosyltransferase activity,3,"['YGR032W', 'YLR342W', 'YMR306W']"
glutamate 5-kinase activity,2,"['YDR300C', 'YHR033W']"
glutamate N-acetyltransferase activity,1,['YMR062C']
glutamate decarboxylase activity,1,['YMR250W']
glutamate dehydrogenase (NAD+) activity,1,['YDL215C']
glutamate dehydrogenase (NADP+) activity,2,"['YAL062W', 'YOR375C']"
glutamate synthase (NADH) activity,1,['YDL171C']
glutamate synthase activity,1,['YDL171C']
glutamate-5-semialdehyde dehydrogenase activity,1,['YOR323C']
glutamate-ammonia ligase activity,1,['YPR035W']
glutamate-cysteine ligase activity,1,['YJL101C']
glutamate-tRNA ligase activity,2,"['YGL245W', 'YOL033W']"
glutaminase activity,6,"['YBR248C', 'YFL060C', 'YHR074W', 'YMR095C', 'YMR096W', 'YNL334C']"
glutamine-fructose-6-phosphate transaminase (isomerizing) activity,3,"['YKL104C', 'YMR084W', 'YMR085W']"
glutamine-tRNA ligase activity,1,['YOR168W']
glutaminyl-peptide cyclotransferase activity,1,['YFR018C']
glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity,3,"['YBL080C', 'YGR102C', 'YMR293C']"
glutathione S-conjugate-exporting ATPase activity,2,"['YDR135C', 'YGR281W']"
glutathione binding,2,"['YLL060C', 'YOL049W']"
glutathione dehydrogenase (ascorbate) activity,2,"['YGR154C', 'YKR076W']"
glutathione disulfide oxidoreductase activity,4,"['YBR014C', 'YCL035C', 'YDL010W', 'YDR513W']"
glutathione hydrolase activity,3,"['YBR281C', 'YLR299W', 'YNL191W']"
glutathione oxidoreductase activity,8,"['YBR014C', 'YCL035C', 'YDL010W', 'YDR098C', 'YDR513W', 'YER174C', 'YLR364W', 'YPL059W']"
glutathione peroxidase activity,7,"['YBR244W', 'YCL035C', 'YDR513W', 'YIR037W', 'YIR038C', 'YKL026C', 'YNL229C']"
glutathione specific gamma-glutamylcyclotransferase activity,1,['YER163C']
glutathione synthase activity,1,['YOL049W']
glutathione transferase activity,8,"['YCL035C', 'YDR513W', 'YER174C', 'YGR154C', 'YIR038C', 'YKR076W', 'YLL060C', 'YMR251W']"
glutathione-disulfide reductase activity,6,"['YBR014C', 'YCL035C', 'YDL010W', 'YDR513W', 'YLR364W', 'YPL091W']"
glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity,3,"['YMR110C', 'YMR169C', 'YMR170C']"
glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,3,"['YGR192C', 'YJL052W', 'YJR009C']"
glycerate kinase activity,1,['YGR205W']
glycero-3-phosphocholine acyltransferase activity,1,['YGR149W']
glycerol 2-dehydrogenase (NADP+) activity,1,['YOR120W']
glycerol channel activity,2,"['YFL054C', 'YLL043W']"
glycerol dehydrogenase [NAD(P)+] activity,1,['YOR120W']
glycerol kinase activity,1,['YHL032C']
glycerol transmembrane transporter activity,1,['YLL043W']
glycerol-1-phosphatase activity,3,"['YER062C', 'YIL053W', 'YNL010W']"
glycerol-3-phosphatase activity,1,['YNL010W']
glycerol-3-phosphate O-acyltransferase activity,2,"['YBL011W', 'YKR067W']"
glycerol-3-phosphate dehydrogenase [NAD+] activity,2,"['YDL022W', 'YOL059W']"
glycerol-3-phosphate dehydrogenase activity,1,['YIL155C']
glycerol-3-phosphate transmembrane transporter activity,2,"['YCR098C', 'YNR013C']"
glycerone kinase activity,2,"['YFL053W', 'YML070W']"
glycerone-phosphate O-acyltransferase activity,2,"['YBL011W', 'YKR067W']"
glycerophosphocholine phosphodiesterase activity,1,['YPL110C']
glycerophosphodiester transmembrane transporter activity,1,['YCR098C']
glycine binding,1,['YMR189W']
glycine dehydrogenase (decarboxylating) activity,3,"['YDR019C', 'YFL018C', 'YMR189W']"
glycine hydroxymethyltransferase activity,2,"['YBR263W', 'YLR058C']"
glycine transmembrane transporter activity,2,"['YDL119C', 'YPR058W']"
glycine-tRNA ligase activity,2,"['YBR121C', 'YPR081C']"
glycogen (starch) synthase activity,2,"['YFR015C', 'YLR258W']"
glycogen binding,4,"['YER054C', 'YIL045W', 'YLR273C', 'YOR178C']"
glycogen phosphorylase activity,1,['YPR160W']
glycogenin glucosyltransferase activity,2,"['YJL137C', 'YKR058W']"
glycolipid 6-alpha-mannosyltransferase activity,2,"['YGL038C', 'YGL065C']"
glycolipid mannosyltransferase activity,3,"['YBR004C', 'YGL142C', 'YJR013W']"
glycosylphosphatidylinositol phospholipase D activity,1,['YJL132W']
glycylpeptide N-tetradecanoyltransferase activity,1,['YLR195C']
glyoxalase III activity,4,"['YDR533C', 'YMR322C', 'YOR391C', 'YPL280W']"
glyoxylate reductase (NADP) activity,5,"['YER081W', 'YGL185C', 'YIL074C', 'YNL274C', 'YPL113C']"
glyoxylate reductase activity,1,['YNL274C']
guanine deaminase activity,1,['YDL238C']
guanine nucleotide transmembrane transporter activity,1,['YDL198C']
guanine phosphoribosyltransferase activity,1,['YDR399W']
guanine/thymine mispair binding,3,"['YDR097C', 'YHR120W', 'YOL090W']"
guanosine-diphosphatase activity,2,"['YEL042W', 'YER005W']"
guanyl nucleotide binding,3,"['YBR264C', 'YER020W', 'YHR005C']"
guanyl-nucleotide exchange factor activity,54,"['YAL003W', 'YAL024C', 'YAL041W', 'YBL060W', 'YBR131W', 'YCL014W', 'YCR038C', 'YDL077C', 'YDL100C', 'YDR137W', 'YDR170C', 'YDR211W', 'YDR246W', 'YDR407C', 'YDR472W', 'YDR477W', 'YEL022W', 'YER019C-A', 'YER087C-B', 'YER093C', 'YER155C', 'YGL097W', 'YGL124C', 'YGR057C', 'YGR070W', 'YGR083C', 'YGR166W', 'YJR031C', 'YJR074W', 'YKL081W', 'YKR026C', 'YKR068C', 'YLR022C', 'YLR039C', 'YLR291C', 'YLR310C', 'YLR347C', 'YLR371W', 'YLR422W', 'YLR425W', 'YML002W', 'YML003W', 'YML077W', 'YML097C', 'YMR218C', 'YMR232W', 'YNL272C', 'YNL297C', 'YNR026C', 'YOR260W', 'YPL048W', 'YPL070W', 'YPR017C', 'YPR095C']"
guanylate kinase activity,1,['YDR454C']
heat shock protein binding,19,"['YAL005C', 'YBL075C', 'YDL229W', 'YDR168W', 'YEL030W', 'YER103W', 'YFL016C', 'YHR064C', 'YJL034W', 'YJR045C', 'YKL073W', 'YLL024C', 'YLR090W', 'YLR369W', 'YMR214W', 'YNL064C', 'YNL077W', 'YNL209W', 'YOR178C']"
helicase activity,98,"['YAL019W', 'YBL023C', 'YBR073W', 'YBR114W', 'YBR142W', 'YBR202W', 'YBR237W', 'YBR245C', 'YDL031W', 'YDL084W', 'YDL160C', 'YDR021W', 'YDR190C', 'YDR194C', 'YDR243C', 'YDR291W', 'YDR332W', 'YDR334W', 'YDR545W', 'YEL032W', 'YEL077C', 'YER013W', 'YER164W', 'YER171W', 'YER172C', 'YER176W', 'YER190W', 'YFL002C', 'YFL066C', 'YFR038W', 'YGL064C', 'YGL078C', 'YGL120C', 'YGL163C', 'YGL171W', 'YGL201C', 'YGL251C', 'YGR271W', 'YGR296W', 'YHL050C', 'YHR031C', 'YHR065C', 'YHR164C', 'YHR169W', 'YIL126W', 'YIL143C', 'YIL177C', 'YIR002C', 'YJL033W', 'YJL050W', 'YJL092W', 'YJL138C', 'YJL225C', 'YJR035W', 'YKL017C', 'YKL078W', 'YKR024C', 'YKR059W', 'YKR086W', 'YLL008W', 'YLL066C', 'YLL067C', 'YLR032W', 'YLR247C', 'YLR274W', 'YLR276C', 'YLR398C', 'YLR419W', 'YLR430W', 'YLR466W', 'YLR467W', 'YML061C', 'YML133C', 'YMR080C', 'YMR106C', 'YMR128W', 'YMR190C', 'YMR284W', 'YMR290C', 'YNL112W', 'YNL339C', 'YNR011C', 'YNR038W', 'YOL095C', 'YOR046C', 'YOR191W', 'YOR204W', 'YOR290C', 'YOR304W', 'YOR396W', 'YPL008W', 'YPL029W', 'YPL082C', 'YPL119C', 'YPL235W', 'YPL283C', 'YPR019W', 'YPR204W']"
heme binding,27,"['Q0045', 'Q0055', 'Q0060', 'Q0065', 'Q0070', 'YDR178W', 'YDR256C', 'YDR402C', 'YEL039C', 'YGL055W', 'YGR088W', 'YGR234W', 'YHR007C', 'YJL145W', 'YJR048W', 'YJR078W', 'YJR137C', 'YKR066C', 'YLR164W', 'YML054C', 'YMR015C', 'YMR073C', 'YMR272C', 'YNL111C', 'YNL234W', 'YOR065W', 'YPL170W']"
heme oxygenase (decyclizing) activity,1,['YLR205C']
heteroduplex DNA loop binding,7,"['YCR092C', 'YDL002C', 'YGL251C', 'YLR035C', 'YMR167W', 'YNL082W', 'YOL090W']"
hexaprenyldihydroxybenzoate methyltransferase activity,1,['YOL096C']
hexokinase activity,5,"['YCL040W', 'YDR516C', 'YFR053C', 'YGL253W', 'YLR446W']"
high-affinity L-histidine transmembrane transporter activity,1,['YGR191W']
high-affinity potassium ion transmembrane transporter activity,2,"['YJL129C', 'YKR050W']"
high-affinity tryptophan transmembrane transporter activity,1,['YOL020W']
high-affinity zinc uptake transmembrane transporter activity,1,['YGL255W']
histidine phosphotransfer kinase activity,2,"['YDL235C', 'YIL147C']"
histidine-tRNA ligase activity,1,['YPR033C']
histidinol dehydrogenase activity,1,['YCL030C']
histidinol-phosphatase activity,1,['YFR025C']
histidinol-phosphate transaminase activity,1,['YIL116W']
histone acetyltransferase activity,26,"['YBL052C', 'YDR176W', 'YDR181C', 'YEL056W', 'YEL066W', 'YFL024C', 'YFL039C', 'YGL066W', 'YGR252W', 'YGR274C', 'YHR090C', 'YHR099W', 'YJL081C', 'YJL127C', 'YJR082C', 'YLL002W', 'YMR069W', 'YMR127C', 'YNL097C', 'YOR023C', 'YOR064C', 'YOR213C', 'YOR244W', 'YPL001W', 'YPL086C', 'YPR193C']"
histone acetyltransferase activity (H3-K56 specific),2,"['YJL127C', 'YLL002W']"
histone binding,37,"['YBL052C', 'YBR135W', 'YBR160W', 'YBR175W', 'YBR195C', 'YCR084C', 'YDL070W', 'YDL139C', 'YDR217C', 'YDR334W', 'YDR485C', 'YEL056W', 'YER030W', 'YFR037C', 'YGL150C', 'YGL207W', 'YGR116W', 'YGR270W', 'YIL126W', 'YJL081C', 'YJL115W', 'YJL176C', 'YKR048C', 'YLL022C', 'YLR272C', 'YML069W', 'YML102W', 'YMR127C', 'YNL169C', 'YNL206C', 'YNL216W', 'YNL246W', 'YOR244W', 'YOR290C', 'YPL001W', 'YPR018W', 'YPR031W']"
histone crotonyltransferase activity,2,"['YGR252W', 'YOR244W']"
histone deacetylase activity,9,"['YBR095C', 'YDR295C', 'YGL194C', 'YIL084C', 'YNL021W', 'YNL330C', 'YPL116W', 'YPR068C', 'YPR179C']"
histone deacetylase binding,4,"['YAL013W', 'YBR112C', 'YCR084C', 'YIL084C']"
histone demethylase activity,5,"['YDR096W', 'YER051W', 'YER169W', 'YJR119C', 'YMR176W']"
histone demethylase activity (H3-K36 specific),3,"['YDR096W', 'YER051W', 'YER169W']"
histone demethylase activity (H3-K4 specific),1,['YJR119C']
histone demethylase activity (H3-K9 specific),2,"['YDR096W', 'YER169W']"
histone demethylase activity (H3-trimethyl-K4 specific),2,"['YJR119C', 'YMR176W']"
histone kinase activity (H2B-S14 specific),1,['YHL007C']
histone kinase activity (H3-T3 specific),2,"['YBL009W', 'YGL021W']"
histone methyltransferase activity,1,['YHR119W']
histone methyltransferase activity (H3-K36 specific),1,['YJL168C']
histone methyltransferase activity (H3-K4 specific),8,"['YAR003W', 'YBR175W', 'YBR258C', 'YDR469W', 'YHR119W', 'YKL018W', 'YLR015W', 'YPL138C']"
histone methyltransferase activity (H3-K79 specific),1,['YDR440W']
histone serine kinase activity,1,['YPL209C']
histone-arginine N-methyltransferase activity,1,['YBR133C']
histone-glutamine methyltransferase activity,2,"['YDL014W', 'YMR265C']"
histone-lysine N-methyltransferase activity,5,"['YDR440W', 'YHR119W', 'YHR207C', 'YJL168C', 'YPL165C']"
holo-[acyl-carrier-protein] synthase activity,3,"['YGL154C', 'YPL148C', 'YPL231W']"
holocytochrome-c synthase activity,2,"['YAL039C', 'YKL087C']"
homoaconitate hydratase activity,1,['YDR234W']
homocitrate synthase activity,2,"['YDL131W', 'YDL182W']"
homoisocitrate dehydrogenase activity,1,['YIL094C']
homoserine O-acetyltransferase activity,1,['YNL277W']
homoserine dehydrogenase activity,1,['YJR139C']
homoserine kinase activity,1,['YHR025W']
hydrogen ion transmembrane transporter activity,16,"['Q0080', 'Q0085', 'Q0130', 'YCL005W-A', 'YDR322C-A', 'YEL027W', 'YHR026W', 'YKL016C', 'YKL080W', 'YLR447C', 'YML081C-A', 'YMR054W', 'YOR270C', 'YPL078C', 'YPL234C', 'YPR020W']"
"hydrogen-exporting ATPase activity, phosphorylative mechanism",2,"['YGL008C', 'YPL036W']"
