Domains,number,ID
PF13537,3,"['YGR124W', 'YML096W', 'YPR145W']"
PF13540,3,"['YBR280C', 'YGL097W', 'YLR077W']"
PF13561,1,['YNL202W']
PF13589,4,"['YLR035C', 'YMR167W', 'YNL082W', 'YPL164C']"
PF13593,2,"['YDR182W-A', 'YMR034C']"
PF13602,4,"['YBL068W-A', 'YBL069W', 'YER101C', 'YMR152W']"
PF13603,1,['YLR382C']
PF13606,1,['YLR182W']
PF13625,1,['YIL143C']
PF13634,5,"['YGL092W', 'YGL172W', 'YGR119C', 'YKL068W', 'YMR047C']"
PF13637,4,"['YAR042W', 'YDL056W', 'YIL001W', 'YMR068W']"
PF13638,4,"['YIL151C', 'YKR096W', 'YOL021C', 'YOR166C']"
PF13639,9,"['YBR062C', 'YDR143C', 'YDR265W', 'YDR313C', 'YHL010C', 'YLR032W', 'YMR247C', 'YOL013C', 'YPR093C']"
PF13646,3,"['YAL016W', 'YIL075C', 'YJR070C']"
PF13656,2,"['YNL113W', 'YOL005C']"
PF13661,1,['YER049W']
PF13664,1,['YPR098C']
PF13691,1,['YKR079C']
PF13694,2,"['YAL028W', 'YOR324C']"
PF13716,1,['YJL201W']
PF13718,1,['YNL132W']
PF13725,1,['YNL132W']
PF13741,1,['YIL093C']
PF13762,1,['YOR350C']
PF13774,2,"['YKL196C', 'YLR268W']"
PF13793,5,"['YBL068W', 'YER099C', 'YHL011C', 'YKL181W', 'YOL061W']"
PF13802,1,['YBR229C']
PF13805,2,"['YGR086C', 'YPL004C']"
PF13812,1,['YPL005W']
PF13821,1,['YLR271W']
PF13824,1,['YLR203C']
PF13831,1,['YPR031W']
PF13832,2,"['YGL131C', 'YPR031W']"
PF13833,1,['YDR373W']
PF13838,1,['YGL206C']
PF13840,1,['YER052C']
PF13847,2,"['YER175C', 'YIL064W']"
PF13848,2,"['YCL043C', 'YDR518W']"
PF13850,2,"['YAL042W', 'YML067C']"
PF13854,2,"['YGR238C', 'YHR158C']"
PF13855,2,"['YJL005W', 'YKL193C']"
PF13857,2,"['YCR051W', 'YIL112W']"
PF13862,1,['YDR361C']
PF13865,1,['YKL214C']
PF13867,1,['YMR263W']
PF13874,1,['YGR119C']
PF13878,1,['YFR027W']
PF13880,1,['YFR027W']
PF13892,1,['YGL150C']
PF13893,1,['YIR009W']
PF13894,3,"['YDL048C', 'YGL254W', 'YPR186C']"
PF13899,1,['YDR330W']
PF13907,1,['YER164W']
PF13912,1,['YJL056C']
PF13920,4,"['YDL074C', 'YDR266C', 'YMR119W', 'YNL008C']"
PF13921,4,"['YBR049C', 'YDR026C', 'YDR359C', 'YMR213W']"
PF13923,3,"['YCR066W', 'YLR247C', 'YLR323C']"
PF13928,5,"['YAL063C', 'YCR089W', 'YHR211W', 'YKR102W', 'YLR110C']"
PF13929,1,['YMR098C']
PF13932,1,['YGL236C']
PF13933,1,['YOL154W']
PF13945,1,['YNL091W']
PF13949,2,"['YOR275C', 'YPL084W']"
PF13959,4,"['YFL002C', 'YJL033W', 'YKR024C', 'YMR290C']"
PF13964,2,"['YER132C', 'YGL197W']"
PF13967,4,"['YLL005C', 'YLR241W', 'YMR266W', 'YOL084W']"
PF13971,1,['YER044C-A']
PF14031,1,['YGL196W']
PF14138,1,['YJL003W']
PF14204,1,['YPL131W']
PF14222,1,['YIL129C']
PF14225,1,['YIL129C']
PF14228,1,['YIL129C']
PF14260,2,"['YDL102W', 'YPL167C']"
PF14288,3,"['YGR032W', 'YLR342W', 'YMR306W']"
PF14304,2,"['YGL044C', 'YGR156W']"
PF14306,1,['YJR010W']
PF14308,2,"['YER048C', 'YIR004W']"
PF14324,2,"['YDR409W', 'YOR156C']"
PF14327,1,['YGR156W']
PF14370,1,['YOL006C']
PF14374,2,"['YBR031W', 'YDR012W']"
PF14377,1,['YDR457W']
PF14378,2,"['YDR072C', 'YKL004W']"
PF14382,1,['YHR069C']
PF14413,1,['YGR024C']
PF14438,1,['YGR178C']
PF14474,1,['YNL254C']
PF14475,1,['YNR049C']
PF14492,5,"['YDR385W', 'YJL102W', 'YLR069C', 'YNL163C', 'YOR133W']"
PF14500,1,['YIL128W']
PF14510,5,"['YDR011W', 'YDR406W', 'YOR153W', 'YOR328W', 'YPL058C']"
PF14519,1,['YMR087W']
PF14520,2,"['YER095W', 'YER179W']"
PF14533,1,['YMR304W']
PF14538,1,['YHR186C']
PF14551,5,"['YBL023C', 'YBR202W', 'YGL201C', 'YLR274W', 'YPR019W']"
PF14555,4,"['YBL058W', 'YDR330W', 'YLR128W', 'YML013W']"
PF14558,4,"['YAL053W', 'YGL139W', 'YOR365C', 'YPL221W']"
PF14559,2,"['YCR060W', 'YHR117W']"
PF14560,1,['YNL148C']
PF14570,1,['YER068W']
PF14572,5,"['YBL068W', 'YER099C', 'YHL011C', 'YKL181W', 'YOL061W']"
PF14580,1,['YPL213W']
PF14602,1,['YJL218W']
PF14604,2,"['YBL007C', 'YHR114W']"
PF14608,1,['YGL122C']
PF14610,1,['YKL077W']
PF14611,1,['YLR139C']
PF14615,1,['YLR221C']
PF14616,1,['YBR076W']
PF14617,1,['YLR003C']
PF14619,2,"['YIL126W', 'YOR290C']"
PF14622,1,['YLR312W-A']
PF14629,1,['YPR162C']
PF14630,1,['YNL261W']
PF14632,1,['YGR116W']
PF14633,1,['YGR116W']
PF14634,1,['YLR394W']
PF14635,1,['YGR116W']
PF14639,1,['YGR116W']
PF14641,1,['YGR116W']
PF14663,1,['YER093C']
PF14664,1,['YER093C']
PF14666,1,['YER093C']
PF14668,1,['YER093C']
PF14671,1,['YFR028C']
PF14681,2,"['YHR128W', 'YNR012W']"
PF14691,1,['YDL171C']
PF14698,1,['YHR018C']
PF14699,1,['YPR184W']
PF14700,1,['YFL036W']
PF14701,1,['YPR184W']
PF14702,1,['YPR184W']
PF14703,3,"['YLR241W', 'YMR266W', 'YOL084W']"
PF14716,1,['YCR014C']
PF14748,1,['YER023W']
PF14749,1,['YGL205W']
PF14791,1,['YCR014C']
PF14792,1,['YCR014C']
PF14806,1,['YDR238C']
PF14821,1,['YCR053W']
PF14823,1,['YBR213W']
PF14824,1,['YBR213W']
PF14826,1,['YGL207W']
PF14831,1,['YKL047W']
PF14844,1,['YCR032W']
PF14847,1,['YLR362W']
PF14852,1,['YIL065C']
PF14853,1,['YIL065C']
PF14876,1,['YMR030W']
PF14877,1,['YJL131C']
PF14880,1,['YML129C']
PF14881,1,['YMR211W']
PF14938,1,['YBL050W']
PF15044,1,['YMR012W']
PF15227,1,['YOL054W']
PF15251,1,['YJR056C']
PF15271,1,['YPL255W']
PF15272,1,['YPL255W']
PF15277,1,['YER008C']
PF15288,1,['YGR274C']
PF15341,1,['YGR081C']
PF15404,1,['YDR104C']
PF15405,2,"['YGR070W', 'YLR371W']"
PF15407,1,['YDR104C']
PF15409,1,['YHR073W']
PF15411,1,['YAL041W']
PF15412,1,['YDL105W']
PF15454,1,['YKR007W']
PF15458,1,['YKR022C']
PF15459,1,['YKL082C']
PF15460,1,['YDR181C']
PF15463,1,['YDR446W']
PF15469,1,['YDR166C']
PF15511,2,"['YBR009C', 'YNL030W']"
PF15612,1,['YFR013W']
PF15613,2,"['YGL133W', 'YPL216W']"
PF15624,1,['YKL089W']
PF15630,1,['YOL086W-A']
PF15700,2,"['YMR206W', 'YNR014W']"
PF15701,5,"['YIL029C', 'YIL089W', 'YLR036C', 'YPL257W', 'YPR071W']"
PF15786,1,['YER058W']
PF15801,1,['YLR244C']
PF15901,5,"['YBL017C', 'YCR099C', 'YIL173W', 'YJL222W', 'YNR065C']"
PF15902,7,"['YBL017C', 'YCR100C', 'YCR101C', 'YIL173W', 'YJL222W', 'YNR065C', 'YNR066C']"
PF15916,1,['YJR142W']
PF15924,1,['YNL048W']
PF15963,1,['YNL039W']
PF15985,2,"['YHR069C', 'YOL142W']"
PF16004,1,['YKL173W']
PF16016,6,"['YDR326C', 'YFL042C', 'YHR080C', 'YHR155W', 'YLR072W', 'YNL257C']"
PF16035,2,"['YHR198C', 'YHR199C']"
PF16073,1,['YKL182W']
PF16076,2,"['YBR042C', 'YDR018C']"
PF16078,1,['YIL125W']
PF16113,1,['YDR036C']
PF16121,2,"['YHR203C', 'YJR145C']"
PF16123,1,['YDR272W']
PF16124,1,['YMR190C']
PF16131,1,['YDL209C']
PF16134,1,['YNL139C']
PF16177,2,"['YAL054C', 'YLR153C']"
PF16186,1,['YNL189W']
PF16187,1,['YLR389C']
PF16188,1,['YLL029W']
PF16189,1,['YLL029W']
PF16190,1,['YKL210W']
PF16191,1,['YKL210W']
PF16192,6,"['YAL023C', 'YDL093W', 'YDL095W', 'YGR199W', 'YJR143C', 'YOR321W']"
PF16193,1,['YNL218W']
PF16198,1,['YLR175W']
PF16199,1,['YPL086C']
PF16201,1,['YKL014C']
PF16203,1,['YIL143C']
PF16205,2,"['YBR048W', 'YDR025W']"
PF16206,1,['YNL297C']
PF16209,5,"['YAL026C', 'YDR093W', 'YER166W', 'YIL048W', 'YMR162C']"
PF16211,3,"['YBL003C', 'YDR225W', 'YOL012C']"
PF16212,5,"['YAL026C', 'YDR093W', 'YER166W', 'YIL048W', 'YMR162C']"
PF16213,2,"['YDR170C', 'YNL297C']"
PF16275,1,['YLR116W']
PF16278,1,['YOR258W']
PF16282,1,['YGR002C']
PF16300,1,['YLR429W']
PF16320,1,['YGL068W']
PF16363,1,['YBR019C']
PF16381,1,['YNL287W']
PF16413,1,['YMR167W']
PF16414,1,['YPL006W']
PF16415,1,['YCR093W']
PF16417,1,['YCR093W']
PF16418,1,['YCR093W']
PF16419,1,['YCR093W']
PF16420,1,['YHR171W']
PF16450,5,"['YDL007W', 'YDR394W', 'YGL048C', 'YOR117W', 'YOR259C']"
PF16457,1,['YLL007C']
PF16491,1,['YJR117W']
PF16495,2,"['YFR037C', 'YJL176C']"
PF16503,1,['YGL211W']
PF16507,1,['YFL007W']
PF16528,1,['YBR102C']
PF16543,1,['YOR091W']
PF16547,1,['YFL007W']
PF16561,6,"['YDR422C', 'YER027C', 'YGL208W', 'YHR146W', 'YIL024C', 'YNL173C']"
PF16573,1,['YOR250C']
PF16575,2,"['YLL035W', 'YOR250C']"
PF16579,1,['YDR477W']
PF16588,1,['YER137C']
PF16589,4,"['YGR103W', 'YJL090C', 'YNL216W', 'YOR346W']"
PF16653,1,['YNR050C']
PF16661,1,['YLR115W']
PF16679,1,['YJR046W']
PF16717,1,['YGR285C']
PF16746,1,['YNL257C']
PF16755,1,['YIL115C']
PF16770,1,['YHR154W']
PF16771,1,['YHR154W']
PF16782,1,['YOL031C']
PF16787,1,['YGR140W']
PF16796,2,"['YMR198W', 'YPL253C']"
PF16797,2,"['YCL024W', 'YDR507C']"
PF16803,1,['YKR071C']
PF16815,1,['YLR301W']
PF16818,1,['YBR077C']
PF16834,1,['YIL132C']
PF16835,1,['YDL043C']
PF16836,1,['YLR376C']
PF16837,1,['YDL030W']
PF16842,1,['YMR268C']
PF16843,1,['YOL111C']
PF16846,1,['YMR168C']
PF16853,1,['YDL220C']
PF16854,1,['YJL029C']
PF16856,1,['YFL009W']
PF16860,1,['YDR031W']
PF16870,1,['YIL125W']
PF16879,1,['YOL004W']
PF16881,1,['YOR196C']
PF16884,1,['YML131W']
PF16886,1,['YDL185W']
PF16891,4,"['YDR436W', 'YER133W', 'YML016C', 'YPL179W']"
PF16892,1,['YLR330W']
PF16893,1,['YLR330W']
PF16897,2,"['YAL036C', 'YGR173W']"
PF16898,1,['YNL088W']
PF16899,1,['YPR025C']
PF16900,1,['YAR007C']
PF16901,1,['YIL155C']
PF16906,2,"['YGR034W', 'YLR344W']"
PF16908,1,['YLL040C']
PF16909,1,['YLL040C']
PF16910,1,['YLL040C']
PF16922,1,['YDR489W']
PF16923,1,['YGL027C']
PF16944,2,"['YJR054W', 'YML047C']"
PF16958,1,['YDL030W']
PF16965,1,['YBR036C']
PF16969,1,['YPL243W']
PF16978,1,['YOL078W']
PF16979,1,['YOL078W']
PF16987,1,['YOL051W']
PF16988,1,['YLR417W']
PF16991,1,['YDR227W']
PF16997,1,['YDR014W']
PF17034,1,['YBL104C']
PF17035,3,"['YDL070W', 'YLR399C', 'YPL129W']"
PF17049,1,['YMR064W']
PF17050,1,['YBR262C']
PF17051,1,['YPL189C-A']
PF17052,1,['YOR276W']
PF17053,1,['YLR091W']
PF17056,1,['YNL322C']
PF17058,2,"['YKL093W', 'YMR081C']"
PF17060,1,['YGL075C']
PF17062,2,"['YMR147W', 'YMR148W']"
PF17068,1,['YPR116W']
PF17075,1,['YIL127C']
PF17076,2,"['YDR351W', 'YHR103W']"
PF17077,1,['YBL031W']
PF17078,1,['YBR130C']
PF17081,1,['YJL192C']
PF17082,1,['YPL124W']
PF17083,1,['YNR004W']
PF17084,1,['YHR159W']
PF17096,1,['YBR108W']
PF17097,1,['YDR532C']
PF17098,1,['YBR057C']
PF17110,1,['YOR352W']
PF17119,1,['YGR053C']
PF17120,2,"['YDR128W', 'YOL138C']"
PF17121,1,['YDR460W']
PF17123,2,"['YHR115C', 'YNL116W']"
PF17125,1,['YNL061W']
PF17135,2,"['YNL301C', 'YOL120C']"
PF17137,1,['YBR229C']
PF17144,1,['YPL131W']
PF17184,1,['YMR283C']
PF17187,3,"['YDR222W', 'YDR346C', 'YLR225C']"
PF17207,6,"['YBL023C', 'YBR202W', 'YEL032W', 'YGL201C', 'YLR274W', 'YPR019W']"
PF17215,1,['YOL021C']
PF17216,1,['YOL021C']
PF17220,1,['YJR107C-A']
PF17234,1,['YJL066C']
PF17235,1,['YDR277C']
PF17237,1,['YJL127C-B']
PF17241,1,['YCL076W']
PF17242,2,"['YBR197C', 'YPL077C']"
PF17276,2,"['YER187W', 'YGL262W']"
PF17284,2,"['YLR146C', 'YPR069C']"
PF17285,1,['YBR133C']
PF17286,1,['YBR133C']
PF17292,1,['YML069W']
PF17298,1,['YBL081W']
PF17300,1,['YDR130C']
PF17306,1,['YGR122W']
PF17315,1,['YBR047W']
PF17316,2,"['YKR046C', 'YOR313C']"
PF17317,2,"['YDR461W', 'YNL145W']"
PF17321,1,['YCL063W']
PF17322,1,['YER034W']
PF17324,1,['YKL061W']
PF17325,1,['YMR107W']
PF17330,1,['YLR385C']
PF17335,1,['YER092W']
PF17357,2,"['YDR534C', 'YOR382W']"
PF17366,1,['YGL032C']
PF17378,1,['YHR157W']
PF17403,1,['YGR090W']
PF17404,1,['YGR090W']
PF17405,1,['YGR090W']
PF17406,1,['YGR090W']
PF17407,1,['YGR090W']
PF17649,1,['YLR360W']
PF17652,2,"['YLR144C', 'YNR067C']"
PF17675,1,['YPL120W']
PF17677,1,['YGL156W']
PF17681,2,"['YHR172W', 'YNL126W']"
PF17682,1,['YBR123C']
PF17683,1,['YGR005C']
PF17745,1,['YDR279W']
PF17747,1,['YNL212W']
PF17748,1,['YNL212W']
PF17759,1,['YLR060W']
PF17763,5,"['YDR321W', 'YLR155C', 'YLR157C', 'YLR158C', 'YLR160C']"
PF17767,1,['YOR209C']
PF17769,1,['YOR128C']
PF17772,3,"['YBL052C', 'YMR127C', 'YOR244W']"
PF17777,2,"['YKL009W', 'YLR340W']"
PF17781,1,['YHR027C']
PF17799,1,['YCL031C']
PF17800,2,"['YLR449W', 'YML074C']"
PF17807,1,['YBR058C']
PF17828,1,['YKL182W']
PF17830,1,['YOR027W']
PF17832,2,"['YDR117C', 'YER007C-A']"
PF17833,1,['YPL211W']
PF17835,1,['YPL093W']
PF17846,1,['YGL173C']
PF17849,2,"['YDR293C', 'YOL021C']"
PF17855,6,"['YBL023C', 'YBR202W', 'YEL032W', 'YGL201C', 'YLR274W', 'YPR019W']"
PF17856,2,"['YDR190C', 'YPL235W']"
PF17857,1,['YKR054C']
PF17862,17,"['YBR080C', 'YDL007W', 'YDL126C', 'YER017C', 'YER047C', 'YGL048C', 'YGR028W', 'YGR270W', 'YKL145W', 'YKL197C', 'YLL034C', 'YLR397C', 'YMR089C', 'YOR117W', 'YOR259C', 'YPL074W', 'YPR024W']"
PF17865,1,['YLR106C']
PF17867,1,['YLR106C']
PF17871,2,"['YDR258C', 'YLL026W']"
PF17872,2,"['YLR442C', 'YML065W']"
PF17875,1,['YOR340C']
PF17877,1,['YDR293C']
PF17880,1,['YDR057W']
PF17900,4,"['YHR047C', 'YIL137C', 'YKL157W', 'YNL045W']"
PF17903,2,"['YCL059C', 'YOR145C']"
PF17907,1,['YJL168C']
PF17911,1,['YLR398C']
PF17947,2,"['YLR249W', 'YNL014W']"
PF17951,1,['YKL182W']
PF18004,1,['YIL075C']
PF18018,1,['YJR006W']
PF18051,1,['YHR027C']
PF18055,1,['YDL097C']
PF18072,1,['YGR061C']
PF18076,1,['YGR061C']
PF18077,1,['YIL144W']
PF18086,1,['YLR410W']
PF18097,1,['YLR181C']
PF18098,1,['YDL147W']
PF18101,1,['YKL025C']
PF18121,1,['YKR062W']
PF18126,1,['YGR076C']
PF18129,1,['YGL173C']
PF18136,1,['YOR330C']
PF18137,1,['YLL004W']
PF18141,1,['YMR080C']
PF18149,1,['YER172C']
PF18151,1,['YML097C']
PF18194,1,['YGL173C']
PF18196,1,['YER164W']
PF18198,1,['YKR054C']
PF18215,1,['YNL206C']
PF18217,1,['YJL056C']
PF18233,1,['YDL220C']
PF18260,1,['YGL122C']
PF18261,1,['YDR427W']
PF18262,1,['YLR060W']
PF18263,1,['YGL201C']
PF18265,1,['YIL007C']
PF18268,1,['YJR055W']
PF18307,1,['YPL122C']
PF18308,1,['YDR358W']
PF18311,1,['YOL142W']
PF18314,1,['YPL231W']
PF18317,1,['YDR127W']
PF18325,1,['YPL231W']
PF18332,1,['YGL173C']
PF18334,1,['YGL173C']
PF18376,1,['YNR043W']
PF18378,1,['YML103C']
PF18388,1,['YPL166W']
PF18401,1,['YOR336W']
PF18402,1,['YOR336W']
PF18404,1,['YOR336W']
PF18444,1,['YPL169C']
PF18468,1,['YGR240C']
PF18469,1,['YNL206C']
PF18471,1,['YNL005C']
PF18482,1,['YHR034C']
PF18497,1,['YMR239C']
PF18499,1,['YMR264W']
PF18502,1,['YJL063C']
PF18503,1,['YDL097C']
PF18504,1,['YCR086W']
PF18507,1,['YJL168C']
PF18508,1,['YGL066W']
PF18514,1,['YOL111C']
PF18517,1,['YGL183C']
PF18519,1,['YPL047W']
PF18520,1,['YDR356W']
PF18523,1,['YGL113W']
PF18530,1,['YLR182W']
PF18535,1,['YOL051W']
PF18553,1,['YFL022C']
PF18554,1,['YFL022C']
PF18564,1,['YIR007W']
PF18592,1,['YER063W']
PF18639,1,['YKL176C']
PF18691,1,['YDL220C']
PF18777,1,['YGR218W']
PF18784,1,['YGR218W']
PF18785,1,['YOL066C']
PF18787,1,['YGR218W']
PF18794,1,['YBR272C']
PF18795,1,['YBR272C']
PF18808,1,['YMR308C']
PF18816,1,['YMR308C']
PF18826,1,['YDR049W']
PF18829,1,['YMR308C']
PF18833,1,['YPR189W']
PF18913,1,['YLR377C']
PF18972,1,['YBR155W']
PF18995,2,"['YGR184C', 'YLR024C']"
PF19026,1,['YHR193C']
PF19031,1,['YBR131W']
PF19036,1,['YGL124C']
PF19037,1,['YGL124C']
PF19038,1,['YGL124C']
PF19050,1,['YGR266W']
PF19055,9,"['YCR011C', 'YDR011W', 'YDR406W', 'YIL013C', 'YNR070W', 'YOL075C', 'YOR153W', 'YOR328W', 'YPL058C']"
PF19097,1,['YDR240C']
PF19117,1,['YLR099W-A']
PF19189,1,['YDL044C']
PF19225,1,['YHR153C']
